trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
180,1397302,4075708620742083911866255135186815415653229606276849996846845693321760561725,Yes,2026-03-13,2026-03-14,0.285,0.285,1.0,0.0,0.0,1,Market resolved
181,1397270,33494367347551331946342435103439941845098826775268607415622273267276026227499,Yes,2026-03-13,2026-03-14,0.875,0.855,1.0,-0.020000000000000018,-2.285714285714288,1,Market resolved
182,1397269,114468956885837791763133096171160084172573639956674841968893238888916122258220,Yes,2026-03-14,2026-03-15,0.68,0.67,1.0,-0.010000000000000009,-1.4705882352941189,1,Market resolved
183,1397302,4075708620742083911866255135186815415653229606276849996846845693321760561725,Yes,2026-03-14,2026-03-15,0.28,0.285,1.0,0.004999999999999949,1.7857142857142672,1,Market resolved
184,1397270,33494367347551331946342435103439941845098826775268607415622273267276026227499,Yes,2026-03-14,2026-03-15,0.87,0.855,1.0,-0.015000000000000013,-1.7241379310344844,1,Market resolved
185,1397269,114468956885837791763133096171160084172573639956674841968893238888916122258220,Yes,2026-03-15,2026-03-16,0.68,0.66,1.0,-0.020000000000000018,-2.9411764705882377,1,Market resolved
186,1397302,4075708620742083911866255135186815415653229606276849996846845693321760561725,Yes,2026-03-15,2026-03-16,0.285,0.325,1.0,0.040000000000000036,14.035087719298259,1,Market resolved
187,1397270,33494367347551331946342435103439941845098826775268607415622273267276026227499,Yes,2026-03-15,2026-03-16,0.855,0.855,1.0,0.0,0.0,1,Market resolved
188,677423,104996165148654280657583884297097320562659604671021465930383607009946106643575,Yes,2025-11-11,2026-03-16,0.485,0.9995,1.0,0.5145000000000001,106.08247422680415,125,End of backtest
189,677424,47548285224807370345335211029734340882519321884548042469561352471759801511286,Yes,2025-11-11,2026-03-16,0.63,0.9995,1.0,0.36950000000000005,58.65079365079365,125,End of backtest
190,688487,41598414962948210958667248206456248561001087974592654290952701047881063817735,Yes,2025-11-17,2026-03-16,0.66,0.285,1.0,-0.37500000000000006,-56.81818181818182,119,End of backtest
191,688486,47245142804167859728545033058825097146113525269487349714475043015478718468426,Yes,2025-11-17,2026-03-16,0.495,0.0125,1.0,-0.4825,-97.47474747474747,119,End of backtest
192,681146,64496724413667630767107555606417758519552149151983432242284671355914482085096,Yes,2025-11-19,2026-03-16,0.725,0.515,1.0,-0.20999999999999996,-28.965517241379306,117,End of backtest
193,681147,63325372453891129070046826280666940563292829448499564235274978384421154193189,Yes,2025-11-19,2026-03-16,0.78,0.68,1.0,-0.09999999999999998,-12.820512820512816,117,End of backtest
194,699149,42745813426759236505379310945931854930399523721484496415786094081756255010677,Yes,2025-11-24,2026-03-16,0.65,0.9995,1.0,0.34950000000000003,53.76923076923077,112,End of backtest
195,699151,23996431182230497698939574636310519209015664416474899035972821767593174773606,Yes,2025-11-24,2026-03-16,0.725,0.9995,1.0,0.2745000000000001,37.86206896551725,112,End of backtest
196,699148,81810968068053930375187391170188029220967355087408980499515383700526690238808,Yes,2025-11-24,2026-03-16,0.63,0.9995,1.0,0.36950000000000005,58.65079365079365,112,End of backtest
197,699150,95546331765328500743108949347299393485207152883342410549742591740580588893527,Yes,2025-11-24,2026-03-16,0.665,0.9995,1.0,0.3345,50.30075187969925,112,End of backtest
198,898161,38296826053500141041724479975322399443591190341342887183011139164710696478226,Yes,2025-12-13,2026-03-16,0.665,0.9995,1.0,0.3345,50.30075187969925,93,End of backtest
199,898163,23679931368334342893071577194931182044999778140190940664855595297505326324190,Yes,2025-12-13,2026-03-16,0.755,0.9995,1.0,0.24450000000000005,32.38410596026491,93,End of backtest
200,943524,78482975269782846708502953100111348958886840684360779200736480259151183957903,Yes,2025-12-16,2026-03-16,0.89,0.42,1.0,-0.47000000000000003,-52.80898876404495,90,End of backtest
201,943525,45370563237234912172645479359123486320558018815525323728669319668479408329360,Yes,2025-12-16,2026-03-16,0.91,0.455,1.0,-0.455,-50.0,90,End of backtest
202,943522,100676163741742301500887365935397861745571690357909503140496307630622376923334,Yes,2025-12-16,2026-03-16,0.435,0.0085,1.0,-0.4265,-98.04597701149426,90,End of backtest
203,943523,64920686251914795887253184329006829909993055323630813228737092035376737035410,Yes,2025-12-16,2026-03-16,0.55,0.1145,1.0,-0.43550000000000005,-79.18181818181819,90,End of backtest
204,943521,12676787469372178605961285257677394038570423940368643285252113575146878080796,Yes,2025-12-16,2026-03-16,0.0175,0.0005,1.0,-0.017,-97.14285714285714,90,End of backtest
205,951216,103942824117785796761771400642309643220085977759736681664853793408936013147186,Yes,2025-12-16,2026-03-16,0.375,0.0475,1.0,-0.3275,-87.33333333333334,90,End of backtest
206,951217,71769313276783264339038655666536516201432618777567664062010293603095692585656,Yes,2025-12-16,2026-03-16,0.495,0.135,1.0,-0.36,-72.72727272727273,90,End of backtest
207,951218,59676131845955485062154196689406562532316355189668080522960520507377902204545,Yes,2025-12-16,2026-03-16,0.615,0.155,1.0,-0.45999999999999996,-74.79674796747967,90,End of backtest
208,836172,32432459940507998323638682470363630517417934717529537086008978208849847718766,Yes,2025-12-18,2026-03-16,0.585,0.9995,1.0,0.4145000000000001,70.85470085470087,88,End of backtest
209,967152,104387692118718939574417892758798220655442115603460087003241529850196602848506,Yes,2025-12-19,2026-03-16,0.465,0.9995,1.0,0.5345,114.94623655913978,87,End of backtest
210,967153,57008986616054603524537038841304231022130552761864440249432466032627363831343,Yes,2025-12-19,2026-03-16,0.87,0.9995,1.0,0.12950000000000006,14.885057471264373,87,End of backtest
211,967154,64486179275410739270541001621991009296199245455746554330228681669620978006510,Yes,2025-12-19,2026-03-16,0.895,0.9995,1.0,0.10450000000000004,11.67597765363129,87,End of backtest
212,1038567,61737839233729807825598001809356429511156590046582032790390502786534390681919,Yes,2025-12-27,2026-03-16,0.495,0.19,1.0,-0.305,-61.61616161616161,79,End of backtest
213,1038568,111763931456235876228207454692228615096214532972309928175889885732220821291531,Yes,2025-12-27,2026-03-16,0.68,0.33,1.0,-0.35000000000000003,-51.47058823529412,79,End of backtest
214,1038566,48080345058894299067949482689603833714280259396650965675457553712149771112881,Yes,2025-12-28,2026-03-16,0.18,0.12,1.0,-0.06,-33.33333333333333,78,End of backtest
215,1038643,66504090502993925842729369691798769198266727860116747104431264214832408034731,Yes,2025-12-28,2026-03-16,0.655,0.55,1.0,-0.10499999999999998,-16.030534351145036,78,End of backtest
216,1038642,71488396268637900061238655308679333670787348729165679240336047247677232218211,Yes,2025-12-28,2026-03-16,0.465,0.505,1.0,0.03999999999999998,8.602150537634405,78,End of backtest
217,1038645,88960663162272906579448183399799658193382239764655275898016928664270609890785,Yes,2025-12-28,2026-03-16,0.255,0.25,1.0,-0.0050000000000000044,-1.960784313725492,78,End of backtest
218,1038647,58679739959904721668047854740341819797021125861280949969245663959173625197891,Yes,2025-12-28,2026-03-16,0.625,0.77,1.0,0.14500000000000002,23.200000000000003,78,End of backtest
219,1038646,106942422125833934377426795124407625482441518162865663390760268134092224372640,Yes,2025-12-28,2026-03-16,0.47,0.51,1.0,0.040000000000000036,8.51063829787235,78,End of backtest
220,1038719,40736422765303154925117437399524034163813461634296326469312516337445427263104,Yes,2025-12-28,2026-03-16,0.675,0.605,1.0,-0.07000000000000006,-10.37037037037038,78,End of backtest
221,1038717,27102571956575522934880803120370136202685715869522121956851057207905757644243,Yes,2025-12-28,2026-03-16,0.585,0.345,1.0,-0.24,-41.02564102564102,78,End of backtest
222,1038816,40706249016285587716527526688541862366343832164507929668575659095544639713560,Yes,2025-12-28,2026-03-16,0.395,0.325,1.0,-0.07,-17.72151898734177,78,End of backtest
223,1038818,61025503398157063529703815359397827976717773780743373188273811059722963389136,Yes,2025-12-28,2026-03-16,0.65,0.695,1.0,0.04499999999999993,6.923076923076913,78,End of backtest
224,1038817,18666864282131891510982181164077795283329595901263764510124639012228512762496,Yes,2025-12-28,2026-03-16,0.575,0.49,1.0,-0.08499999999999996,-14.782608695652169,78,End of backtest
225,1038877,7800402680270593380926829443314565490316076217237982552423562583216301083819,Yes,2025-12-28,2026-03-16,0.48,0.555,1.0,0.07500000000000007,15.625000000000014,78,End of backtest
226,1038880,107051386265764130527807198143169937768144465125910287278604972579738649528275,Yes,2025-12-28,2026-03-16,0.615,0.67,1.0,0.05500000000000005,8.943089430894318,78,End of backtest
227,1068682,65391478990774467160059399233328568178423220708536472359512837569697722270745,Yes,2026-01-01,2026-03-16,0.48,0.1,1.0,-0.38,-79.16666666666667,74,End of backtest
228,1068683,23525623180774493366879826553200747273922833000861691777634673746671424227052,Yes,2026-01-01,2026-03-16,0.495,0.27,1.0,-0.22499999999999998,-45.45454545454545,74,End of backtest
229,1068684,31963799215819845041934395777306183587246195740327750578235989254983054030659,Yes,2026-01-01,2026-03-16,0.64,0.3,1.0,-0.34,-53.125,74,End of backtest
230,1087503,105715430858890614552250403108976721646556993435996945187911182697741104751575,Yes,2026-01-02,2026-03-16,0.73,0.9995,1.0,0.2695000000000001,36.91780821917809,73,End of backtest
231,1087885,32462260748980243500462603266146503653746491669229191904606878150457533418396,Yes,2026-01-02,2026-03-16,0.625,0.9995,1.0,0.37450000000000006,59.92000000000001,73,End of backtest
232,1038641,30750735170552134301350158689145501446289077352284949773747037316818843848788,Yes,2026-01-04,2026-03-16,0.325,0.145,1.0,-0.18000000000000002,-55.38461538461539,71,End of backtest
233,1038876,32692092647151234114706126675396021690895618461596434807461367315136813200839,Yes,2026-01-04,2026-03-16,0.465,0.17,1.0,-0.29500000000000004,-63.440860215053775,71,End of backtest
234,1068690,76189466925627341351692169228426868296055601200116816688000994205306129709524,Yes,2026-01-05,2026-03-16,0.22,0.065,1.0,-0.155,-70.45454545454545,70,End of backtest
235,1068691,18484277371856056894371512936331763785796510525594097312085821965132464643874,Yes,2026-01-05,2026-03-16,0.32,0.205,1.0,-0.11500000000000002,-35.93750000000001,70,End of backtest
236,1068692,14794122635046078179585047136788237444402523901332181202010644824276273946143,Yes,2026-01-05,2026-03-16,0.615,0.235,1.0,-0.38,-61.78861788617886,70,End of backtest
237,1114326,101189992874259968774600043693819423186385347792130758873256050227919745254957,Yes,2026-01-05,2026-03-16,0.5,0.0085,1.0,-0.4915,-98.3,70,End of backtest
238,1114327,60393836248617547820049836035429132476830916391044713270914070763515849975538,Yes,2026-01-05,2026-03-16,0.77,0.3,1.0,-0.47000000000000003,-61.038961038961034,70,End of backtest
239,1115092,60360948298883755862350661777186672623702778622424143642733047394130669030705,Yes,2026-01-05,2026-03-16,0.045,0.0005,1.0,-0.0445,-98.88888888888889,70,End of backtest
240,686161,54883546759326647324924102974281473303158271883187379954625063575502567410011,Yes,2026-01-07,2026-03-16,0.983,0.9995,1.0,0.01650000000000007,1.6785350966429369,68,End of backtest
241,686179,32578172669657246206511100988749947772336005301955758143370384369760859431445,Yes,2026-01-07,2026-03-16,0.9865,0.9995,1.0,0.013000000000000012,1.317790167257984,68,End of backtest
242,1086971,39479575762711976917733408703948944958707064190654444813387817832916395460433,Yes,2026-01-09,2026-03-16,0.25,0.0005,1.0,-0.2495,-99.8,66,End of backtest
243,1086972,41245949300586088132481639672255490865734578503276380308361324401464866738140,Yes,2026-01-09,2026-03-16,0.51,0.0255,1.0,-0.4845,-95.0,66,End of backtest
244,1153987,42207025089807907769334282225411016944301261128222357753403119309812437846519,Yes,2026-01-11,2026-03-16,0.47,0.385,1.0,-0.08499999999999996,-18.085106382978715,64,End of backtest
245,1153989,88367979757144460326595869551198816363071170595295806636337431190800785177595,Yes,2026-01-11,2026-03-16,0.605,0.84,1.0,0.235,38.84297520661157,64,End of backtest
246,1153988,14943758278431813076219073360748282430963485264445852730443731797836051777340,Yes,2026-01-11,2026-03-16,0.535,0.715,1.0,0.17999999999999994,33.644859813084096,64,End of backtest
247,1183735,114593712843899150009637044090698935429215974233739172722285701425627207606159,Yes,2026-01-15,2026-03-16,0.29,0.11,1.0,-0.18,-62.06896551724138,60,End of backtest
248,1183736,61863287787539678303242754827371249953434795715427650868509280217035083272665,Yes,2026-01-15,2026-03-16,0.515,0.305,1.0,-0.21000000000000002,-40.77669902912622,60,End of backtest
249,1183517,67799067806338145290985413167536127438036623200089880518728042442527061350492,Yes,2026-01-19,2026-03-16,0.48,0.14,1.0,-0.33999999999999997,-70.83333333333333,56,End of backtest
