trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
134,1004654,6964852083189420291419638160131379552879469184299038671139171667819333129637,Yes,2025-12-29,2025-12-31,0.9955,0.9995,1.0,0.0040000000000000036,0.4018081366147668,2,Market resolved
135,791221,90388568626955103615108427553851917378808283193909611308375720145733875297951,Yes,2025-12-08,2026-01-01,0.9995,0.9995,1.0,0.0,0.0,24,Market resolved
136,1029364,112088282545651828498297986095550589992075520844735185028974212429741518411038,Yes,2025-12-26,2026-01-02,0.955,0.9995,1.0,0.044500000000000095,4.659685863874356,7,Market resolved
137,1057847,85117986633056962299308137170577040698797016186137653348570166320828444504121,Yes,2026-01-03,2026-01-04,0.9035,0.999,1.0,0.09550000000000003,10.570005534034314,1,Market resolved
138,676632,12428480488781750394688972363687149509574804742209408054721539328865632660060,Yes,2025-11-24,2026-01-05,0.995,0.9995,1.0,0.0045000000000000595,0.45226130653266927,42,Market resolved
139,1096327,84803554537725888269578917955324365591416376055380212609691848711831346125475,Yes,2026-01-03,2026-01-05,0.9775,0.9995,1.0,0.02200000000000002,2.25063938618926,2,Market resolved
140,1112376,98479441541807640523963962468919568380394093393222473772690030570930299431156,Yes,2026-01-04,2026-01-06,0.935,0.9995,1.0,0.0645,6.898395721925134,2,Market resolved
141,1112377,72608841782250049137118983623440906527990535324439136895965813105785057939929,Yes,2026-01-04,2026-01-06,0.935,0.9995,1.0,0.0645,6.898395721925134,2,Market resolved
142,915039,7000550346476776420927042992595558488855516406982596242688449363149142677289,Yes,2025-12-12,2026-01-07,0.915,0.9995,1.0,0.08450000000000002,9.23497267759563,26,Market resolved
143,915040,63906038412594579490771187811956012797768442050642475156316863197314070433932,Yes,2025-12-12,2026-01-07,0.905,0.9995,1.0,0.09450000000000003,10.441988950276246,26,Market resolved
144,915030,115256948203263152571746282461032637132039816912675612239188416795087365412800,Yes,2025-12-29,2026-01-07,0.91,0.9995,1.0,0.08950000000000002,9.835164835164838,9,Market resolved
145,915029,84550178306714357570154708554168704812916048858125611122904710512625523559608,Yes,2026-01-04,2026-01-07,0.955,0.9995,1.0,0.044500000000000095,4.659685863874356,3,Market resolved
146,915031,86033433847863643058076012833132404559560419212383596783313560715704989310771,Yes,2026-01-06,2026-01-07,0.915,0.9995,1.0,0.08450000000000002,9.23497267759563,1,Market resolved
147,915043,87128296322288505124857485871733205934571773945794478596992278033592834477296,Yes,2026-01-06,2026-01-07,0.94,0.9995,1.0,0.05950000000000011,6.329787234042565,1,Market resolved
148,1029718,114293814424547315133923266518860610693757149801277710298080812864824656242415,Yes,2026-01-07,2026-01-09,0.9905,0.9995,1.0,0.009000000000000008,0.9086320040383652,2,Market resolved
149,1040680,33050599212249822446200362818835886881430656577558937740978669673866760028323,Yes,2026-01-07,2026-01-09,0.915,0.9995,1.0,0.08450000000000002,9.23497267759563,2,Market resolved
150,1127401,93882295203163753697293582069838128776162198618967412299320257530902568750364,Yes,2026-01-07,2026-01-09,0.945,0.9995,1.0,0.054500000000000104,5.767195767195778,2,Market resolved
151,1066431,70508336790317988826893288157653790113474697298857076649801313879937717458137,Yes,2025-12-31,2026-01-10,0.996,0.9995,1.0,0.0035000000000000586,0.3514056224899657,10,Market resolved
152,1114885,33213999189527587536081609421597618393437397654959821447933231097433249394763,Yes,2026-01-10,2026-01-11,0.9065,0.999,1.0,0.09250000000000003,10.204081632653065,1,Market resolved
153,1129534,15159184330815045233520602864357442609931240097899922524598192358874036484405,Yes,2026-01-08,2026-01-13,0.95,0.9995,1.0,0.0495000000000001,5.210526315789484,5,Market resolved
154,1129890,38955099253644055627963839701322016106039975062101855630495767596596917549671,Yes,2026-01-09,2026-01-13,0.915,0.9995,1.0,0.08450000000000002,9.23497267759563,4,Market resolved
