trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
99,1114211,43987180715869084553054585789032806151244897720681560112430822083649736016191,No,2026-01-09,2026-01-31,0.6,0.86,25.0,6.5,43.333333333333336,22,Market resolved
100,1129057,97263187643994977323173697218601021334531755605699848927617975528646123695681,No,2026-01-09,2026-01-31,0.525,0.0005,-89.0,46.6805,0.0,22,Market resolved
101,1129059,9347193251380518183250299144624216185328143254064597522191701249456857346859,No,2026-01-09,2026-01-31,0.155,0.0005,301.0,-46.5045,-99.6774193548387,22,Market resolved
102,1129058,48733319190438015838607215556161788282563077954433018622965892092687033131727,No,2026-01-09,2026-01-31,0.295,0.0005,158.0,-46.531,-99.83050847457628,22,Market resolved
103,1092199,13294549611854156060952327202052855585194847446707854951585060180328600525494,No,2026-01-13,2026-01-31,0.435,0.9995,20.0,11.290000000000003,129.77011494252878,18,Market resolved
104,1168862,107096794127270890984101242570698639474010707625351397547174129311341989598349,No,2026-01-13,2026-01-31,0.565,0.9995,15.0,6.517500000000002,76.90265486725666,18,Market resolved
105,1157513,63864522346594368809423416425052844778517942296857413266450057529414766826445,No,2026-01-13,2026-01-31,0.755,0.9995,-11.0,-2.6895000000000007,0.0,18,Market resolved
106,1169252,108651037852438650371852408751794204881026186209604413814986351424744709148252,No,2026-01-14,2026-01-31,0.5,0.0005,41.0,-20.4795,-99.9,17,Market resolved
107,1170477,55548199931433691992829187848064252121558573192378125454330317391507803514981,No,2026-01-15,2026-01-31,0.75,0.9995,-27.0,-6.736500000000003,0.0,16,Market resolved
108,1170478,113001979314616490943078834281577302714230722795780711276050523336133897278093,No,2026-01-15,2026-01-31,0.49,0.9995,42.0,21.399,103.97959183673471,16,Market resolved
109,1170479,23975908532434152074962980952150106054246922883644032013548243019361492292265,No,2026-01-15,2026-01-31,0.355,0.9995,58.0,37.381,181.5492957746479,16,Market resolved
110,1270849,21473991355572583236763427115778928787443975925369553498246184270240681961217,No,2026-01-26,2026-01-31,0.285,0.24,102.0,-4.589999999999996,-15.789473684210515,5,Market resolved
111,1273325,64287188897659170690004748075804681748754174414418841185372046796271852451756,No,2026-01-26,2026-01-31,0.525,0.56,55.0,1.9250000000000043,6.666666666666682,5,Market resolved
112,1249141,106396966417057951569060810559007144920944647642220705670417093954955492126873,No,2026-01-26,2026-01-31,0.971,0.9995,-30.0,-0.855000000000004,0.0,5,Market resolved
113,1029702,57011874909248028480783103323698581698387272487775255743922398045042130535686,No,2026-01-27,2026-01-31,0.9695,0.987,-21.0,-0.3674999999999997,0.0,4,Market resolved
114,1006892,58719878550625298503107256203979685198416062590647075610592705883102153544406,No,2026-01-30,2026-01-31,0.505,0.5,42.0,-0.21000000000000085,-0.9900990099009941,1,Market resolved
115,1006891,5981467167337369508445338583735097462549984441837264656582884574156154873607,No,2026-01-30,2026-01-31,0.974,0.998,-21.0,-0.5039999999999978,0.0,1,Market resolved
116,1249612,114888090295963914109351233673050855877211364813285873821519059747395932553280,No,2026-01-30,2026-01-31,0.855,0.87,-24.0,-0.35999999999999943,0.0,1,Market resolved
117,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-01-30,2026-01-31,0.91,0.91,-23.0,0.0,0.0,1,Market resolved
118,1029702,57011874909248028480783103323698581698387272487775255743922398045042130535686,No,2026-01-31,2026-02-01,0.97,0.9995,-21.0,-0.6194999999999986,0.0,1,Market resolved
119,1114203,63936500481663834926944960788933316943382552476637487906998029827305407706287,No,2026-01-31,2026-02-01,0.58,0.695,36.0,4.140000000000001,19.827586206896555,1,Market resolved
120,1060078,80310316334570144651468235744434303510420375889523017220140849038790784956644,No,2026-01-31,2026-02-01,0.43,0.395,49.0,-1.7149999999999999,-8.139534883720929,1,Market resolved
121,1060079,84179647029696184569295249591902766504666878402456968340436905262047026883194,No,2026-01-31,2026-02-01,0.9975,0.9995,-21.0,-0.04199999999999804,0.0,1,Market resolved
122,1270849,21473991355572583236763427115778928787443975925369553498246184270240681961217,No,2026-01-31,2026-02-01,0.28,0.17,75.0,-8.250000000000002,-39.285714285714285,1,Market resolved
123,1273325,64287188897659170690004748075804681748754174414418841185372046796271852451756,No,2026-01-31,2026-02-01,0.435,0.58,48.0,6.959999999999997,33.33333333333332,1,Market resolved
124,1249141,106396966417057951569060810559007144920944647642220705670417093954955492126873,No,2026-01-31,2026-02-01,0.9855,0.9995,-21.0,-0.29399999999999693,0.0,1,Market resolved
125,1006892,58719878550625298503107256203979685198416062590647075610592705883102153544406,No,2026-01-31,2026-02-01,0.495,0.545,42.0,2.1000000000000014,10.101010101010107,1,Market resolved
126,1006891,5981467167337369508445338583735097462549984441837264656582884574156154873607,No,2026-01-31,2026-02-01,0.9845,0.9995,-21.0,-0.3149999999999977,0.0,1,Market resolved
127,1249612,114888090295963914109351233673050855877211364813285873821519059747395932553280,No,2026-01-31,2026-02-01,0.875,0.895,-24.0,-0.4800000000000004,0.0,1,Market resolved
128,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-01-31,2026-02-01,0.91,0.92,-23.0,-0.23000000000000043,0.0,1,Market resolved
129,1029702,57011874909248028480783103323698581698387272487775255743922398045042130535686,No,2026-02-01,2026-02-02,0.996,0.9995,-29.0,-0.10150000000000148,0.0,1,Market resolved
