prior_std,total_pnl,n_trades,win_rate,avg_posterior_std,avg_uncertainty_reduction,mean_return,std_return
0.01,13.26091883886173,23048,55.093717459215554,0.007528674075747188,24.71325924252813,69.01425510638902,2552.6401841371653
0.019999999999999997,13.242484811004562,23048,55.093717459215554,0.01093772463422744,45.311376828862784,69.01425510638902,2552.6401841371653
0.03,13.23729819374546,23048,55.093717459215554,0.0125503134380559,58.165621873147,69.01425510638902,2552.6401841371653
0.039999999999999994,13.235354722767891,23048,55.093717459215554,0.013447305373710658,66.38173656572336,69.01425510638902,2552.6401841371653
0.049999999999999996,13.234450775578024,23048,55.093717459215554,0.014037617628462836,71.92476474307433,69.01425510638902,2552.6401841371653
0.05999999999999999,13.233966693711471,23048,55.093717459215554,0.014481727025753881,75.8637882904102,69.01425510638902,2552.6401841371653
0.06999999999999999,13.233674559067948,23048,55.093717459215554,0.014849052619884043,78.78706768587995,69.01425510638902,2552.6401841371653
0.07999999999999999,13.233484948667783,23048,55.093717459215554,0.015172706075365023,81.03411740579372,69.01425510638902,2552.6401841371653
0.08999999999999998,13.233354980593031,23048,55.093717459215554,0.01546986659072704,82.81125934363664,69.01425510638902,2552.6401841371653
0.09999999999999998,13.222792787398289,23048,55.093717459215554,0.015750091771529785,84.24990822847023,69.01425510638902,2552.6401841371653
0.10999999999999997,13.186086289377368,23048,55.093717459215554,0.01601901528515921,85.43725883167342,69.01425510638902,2552.6401841371653
0.11999999999999998,13.150041969967692,23048,55.093717459215554,0.01628012168012422,86.4332319332298,69.01425510638902,2552.6401841371653
0.12999999999999998,13.107067726017728,23048,55.093717459215554,0.016535655381091897,87.28026509146777,69.01425510638902,2552.6401841371653
0.13999999999999999,13.058350009482645,23048,55.093717459215554,0.01678711275363154,88.00920517597748,69.01425510638902,2552.6401841371653
0.15,13.007580421667381,23048,55.093717459215554,0.01703552142971567,88.64298571352288,69.01425510638902,2552.6401841371653
0.15999999999999998,12.96017155107021,23048,55.093717459215554,0.017281605508737762,89.1989965570389,69.01425510638902,2552.6401841371653
0.16999999999999998,12.899782464478893,23048,55.093717459215554,0.017525886812325957,89.69065481627885,69.01425510638902,2552.6401841371653
0.18,12.849298690056767,23048,55.093717459215554,0.017768748917922864,90.1284728233762,69.01425510638902,2552.6401841371653
0.18999999999999997,12.78374045407907,23048,55.093717459215554,0.018010478787922623,90.52080063793547,69.01425510638902,2552.6401841371653
0.19999999999999998,12.724008158719606,23048,55.093717459215554,0.01825129450599783,90.87435274700108,69.01425510638902,2552.6401841371653
0.20999999999999996,12.678689519183816,23048,55.093717459215554,0.01849136416713471,91.19458849184062,69.01425510638902,2552.6401841371653
0.21999999999999997,12.638189577310161,23048,55.093717459215554,0.018730818999214856,91.48599136399322,69.01425510638902,2552.6401841371653
0.22999999999999998,12.597129975194992,23048,55.093717459215554,0.01896976264162586,91.75227711233657,69.01425510638902,2552.6401841371653
0.23999999999999996,12.556131633590063,23048,55.093717459215554,0.019208277813468018,91.996550911055,69.01425510638902,2552.6401841371653
0.24999999999999997,12.511911857754267,23048,55.093717459215554,0.019446431176995963,92.22142752920162,69.01425510638902,2552.6401841371653
0.25999999999999995,12.470945689332847,23048,55.093717459215554,0.01968427693299183,92.42912425654161,69.01425510638902,2552.6401841371653
0.26999999999999996,12.430479207960206,23048,55.093717459215554,0.019921859511881378,92.62153351411798,69.01425510638902,2552.6401841371653
0.27999999999999997,12.388043594995116,23048,55.093717459215554,0.020159215611185066,92.80028013886246,69.01425510638902,2552.6401841371653
0.29,12.345727439954988,23048,55.093717459215554,0.020396375754473218,92.96676698121613,69.01425510638902,2552.6401841371653
0.3,12.305877609179515,23048,55.093717459215554,0.020633365495951843,93.1222115013494,69.01425510638902,2552.6401841371653
